celltype,Gene1,Gene2,Gene3,Gene4,Gene5,Gene6,Gene7,Gene8,Gene9,Gene10,Gene11,Gene12,Gene13,Gene14,Gene15,Gene16,Gene17,Gene18,Gene19,Gene20,Gene21,Gene22,Gene23,Gene24,Gene25,Gene26,Gene27,Gene28,Gene29,Gene30,Gene31,Gene32,Gene33,Gene34,Gene35,Gene36,Gene37,Gene38,Gene39,Gene40,Gene41,Gene42,Gene43,Gene44,Gene45,Gene46,Gene47,Gene48,Gene49,Gene50,Gene51,Gene52,Gene53,Gene54,Gene55,Gene56,Gene57,Gene58,Gene59,Gene60,Gene61,Gene62,Gene63,Gene64,Gene65,Gene66,Gene67,Gene68,Gene69,Gene70,Gene71,Gene72,Gene73,Gene74,Gene75,Gene76,Gene77,Gene78,Gene79,Gene80,Gene81,Gene82,Gene83,Gene84,Gene85,Gene86,Gene87,Gene88,Gene89,Gene90,Gene91,Gene92,Gene93,Gene94,Gene95,Gene96,Gene97,Gene98,Gene99,Gene100,Gene101,Gene102,Gene103,Gene104,Gene105,Gene106,Gene107,Gene108,Gene109,Gene110,Gene111,Gene112,Gene113,Gene114,Gene115,Gene116,Gene117,Gene118,Gene119,Gene120,Gene121,Gene122,Gene123,Gene124,Gene125,Gene126,Gene127,Gene128,Gene129,Gene130,Gene131,Gene132,Gene133,Gene134,Gene135,Gene136,Gene137,Gene138,Gene139,Gene140,Gene141,Gene142,Gene143,Gene144,Gene145,Gene146,Gene147,Gene148,Gene149,Gene150,Gene151,Gene152,Gene153,Gene154,Gene155,Gene156,Gene157,Gene158,Gene159,Gene160,Gene161,Gene162,Gene163,Gene164,Gene165,Gene166,Gene167,Gene168,Gene169,Gene170,Gene171,Gene172,Gene173,Gene174,Gene175,Gene177,Gene178,Gene179,Gene180,Gene181,Gene182,Gene183,Gene184,Gene185,Gene186,Gene187,Gene188,Gene189,Gene190,Gene191,Gene192,Gene193,Gene194,Gene195,Gene196,Gene197,Gene198,Gene199,Gene200
Group2,-1.042458,0.399871,-0.657105,0.329311,-0.952367,-3.272934,0.372915,0.744136,0.695473,1.437553,-0.049039,22.054518,0.535855,0.140340,2.105283,-0.479108,0.320120,-0.943740,0.684605,-1.043709,-1.220055,0.083310,0.720276,0.231550,0.402922,0.276083,0.206816,0.425807,0.663020,0.227233,-0.395977,0.243878,0.795924,0.059880,1.264032,0.555145,-1.468773,-0.123948,0.753365,-0.886456,0.506660,-2.413697,1.647798,-2.360797,-2.486605,-0.255602,-0.186027,-0.878724,0.040652,-0.384383,0.393287,-0.500714,0.777678,-0.527564,-2.278693,0.596764,-2.146984,1.062974,-0.022361,0.882203,0.327656,0.287961,-1.071883,-0.952621,0.083010,0.834899,-0.226473,0.443058,-0.001851,-0.660036,0.594462,-0.939833,0.331116,-1.050515,-0.234173,0.754263,0.886251,0.627323,0.210538,0.644933,0.197455,-1.069660,0.754593,0.313183,0.235002,0.472651,0.265243,-0.089564,0.325067,-0.216527,-1.743648,-0.627540,0.178009,0.560526,0.248987,1.904778,-0.944809,-0.031572,-0.888500,0.198289,-0.274531,0.395935,-1.109836,-1.198409,0.595836,-0.193578,-2.161678,1.641217,1.089309,0.460969,-0.106321,0.052729,0.846751,0.348970,0.273131,0.001609,0.326825,-0.018636,0.203412,0.908900,-0.190774,-0.753242,-0.393031,0.432506,-1.083999,0.401935,0.540892,0.331657,-2.578745,-2.149789,-0.079084,0.227528,0.503637,0.271661,-0.237634,-1.918205,-0.051001,0.643873,0.420415,0.398562,0.311850,-0.270289,0.448553,-0.251347,0.427806,-1.406995,-0.042650,0.401323,-1.536346,-0.979751,-1.303817,0.276929,0.195255,0.245230,-0.188752,-2.609251,-1.512969,0.549017,0.370112,-1.918609,0.270176,0.125435,-2.295134,-0.410646,-1.270698,0.451000,-0.184977,-0.892813,-0.781428,-0.236283,-0.133734,-0.260137,0.382827,0.307638,0.531836,-0.760814,0.157553,0.825268,-0.414466,-1.854998,0.540668,0.329790,0.627971,0.155668,1.138049,1.577554,0.446270,0.670165,0.478927,-0.959922,-3.137576,0.189272,-0.333834,1.640628,-2.243151,0.205524,0.153754,-0.500848,0.503562
Group1,1.001233,0.476385,-0.657105,0.169335,1.155044,0.302101,0.374197,-1.052576,0.416803,-0.678395,0.199575,-0.059389,0.051307,-0.004171,-0.312615,-0.479108,0.353314,0.817395,-1.892021,0.952181,0.305452,0.050879,1.067340,0.332170,0.278395,0.318291,0.573066,0.013436,0.592010,0.370006,-0.395977,0.270618,0.551122,0.268770,1.446157,0.332974,0.896208,0.420522,0.497084,-0.886456,0.291703,0.186337,-0.834162,0.459837,0.354726,-0.473802,-0.186027,0.915873,0.091539,-0.384383,0.260415,-0.500714,0.870934,1.587147,0.356099,0.724988,0.563537,-1.213073,-0.022361,1.262011,0.376035,0.325599,0.800906,-0.952621,0.096403,0.622333,-0.226473,0.371512,0.032818,-0.660036,0.526395,-0.939833,0.371152,0.863121,-0.234173,0.645776,-1.603236,0.719067,0.396463,0.501172,0.346486,0.778301,-0.938265,0.408875,0.058636,-1.054608,0.562053,-0.089564,0.150565,-0.216527,0.685486,-0.627540,0.147123,0.001203,0.351480,-0.542909,-0.944809,-0.031572,-0.888500,0.215578,-0.274531,0.506872,-1.109836,-1.198409,1.176134,-0.193578,0.513085,-0.656215,1.137994,0.299616,-0.106321,0.136149,-1.086084,0.181272,0.348519,0.016138,0.289584,0.107295,0.469836,-1.195173,-0.190774,-0.753242,-0.393031,-2.011685,-1.083999,0.086142,0.430022,0.176774,0.350911,0.627384,-0.079084,0.371977,0.549337,0.460961,-0.237634,0.785617,-0.051001,-1.316558,0.541824,0.646449,0.461354,4.170671,-1.750444,-0.251347,0.462950,-1.406995,-0.042650,0.269187,0.453781,1.339534,0.485517,0.084025,0.149151,0.675857,-0.073747,0.387298,-1.512969,0.718274,0.280670,-1.918609,0.278117,0.123024,0.307478,-0.410646,0.436318,0.319813,0.323058,1.542066,-0.781428,-0.236283,-0.133734,0.416853,0.183014,0.345222,0.634794,1.340498,-1.949903,0.720441,-0.414466,0.263233,0.272115,0.117302,-1.185171,0.388696,-0.859825,-0.696581,0.111423,0.011217,0.199116,0.686306,0.155249,0.273253,-0.333834,-0.613705,0.380689,0.195018,0.158144,-0.500848,0.588185
Group5,-1.042458,0.761425,-0.657105,0.208385,-0.952367,0.323476,0.526042,-1.052576,0.371990,1.710239,0.391372,-0.059389,-5.119966,-0.018023,-0.312615,-0.479108,0.300692,1.392323,-1.892021,0.943112,0.609864,-0.051751,0.477475,0.396597,0.152824,0.282475,0.251793,-2.849939,-1.532915,0.414076,-0.395977,0.444651,0.804671,0.126863,-0.775775,0.363948,0.722054,-2.459928,0.488424,-0.886456,0.240815,0.421907,-0.834162,0.455422,0.423215,-0.098714,-0.186027,1.077729,0.081299,3.145152,0.014842,-0.500714,-1.301061,-0.527564,0.558292,0.538881,0.344036,0.378799,-0.022361,1.067801,0.412109,0.534029,-1.071883,1.046345,0.277315,-1.581934,-0.226473,0.639514,0.174863,1.316497,-1.836471,-0.939833,0.367290,-1.050515,-0.234173,0.598879,-1.603236,0.800647,0.313651,0.401524,0.196699,-1.069660,0.851309,0.454300,0.048178,-1.054608,0.501644,-0.089564,0.187860,-0.216527,0.691153,-0.627540,0.027193,-0.812499,0.039769,-0.542909,1.319592,-0.031572,0.722913,0.143012,-0.274531,0.680877,-1.109836,0.804711,-1.045588,-0.193578,0.459409,-0.656215,1.001954,-2.504939,-0.106321,-3.005007,-1.086084,0.271716,0.300226,-3.940108,0.422049,-0.009818,0.096068,1.086607,-0.190774,-0.753242,2.755831,-2.011685,-1.083999,0.404399,0.440957,0.302151,-2.578745,0.592618,-0.079084,0.482206,0.545025,0.125976,-0.237634,0.416943,-0.051001,-1.316558,0.433564,-2.544200,0.024961,-0.270289,0.832771,-0.251347,0.539975,-1.406995,-0.042650,0.309280,0.531493,0.866216,0.821977,0.374506,0.187426,-1.815530,0.204950,0.434358,0.773402,0.317423,0.196095,0.379631,0.218545,0.061758,0.399190,-0.410646,1.109312,-2.840671,0.150853,0.917941,-0.781428,-0.236283,-0.133734,0.425271,0.124748,0.530399,0.693854,-0.760814,-1.949903,0.728163,-0.414466,0.903594,0.512944,0.441062,0.820883,0.228973,-0.859825,-0.696581,0.382760,0.216584,0.506906,-0.959922,0.419628,0.338713,-0.333834,-0.613705,0.372193,0.284160,-0.018920,-0.500848,0.673823
Group4,1.070575,0.802741,-0.657105,0.367245,1.251344,0.272295,0.416099,-1.052576,0.329750,-0.678395,-0.055598,-0.059389,-5.119966,0.461087,-0.312615,-0.479108,0.171197,-0.943740,0.677406,-1.043709,0.707646,0.006422,0.569429,0.373029,0.306227,0.409851,0.246776,0.297736,0.678070,0.259875,-0.395977,0.405204,0.463737,0.230074,-0.775775,-2.461432,-1.468773,0.341248,0.550243,-0.886456,0.318951,0.372185,-0.834162,0.611885,0.266379,-0.038529,-0.186027,1.301314,0.095098,-0.384383,0.270855,-0.500714,-1.301061,-0.527564,0.524248,0.687766,0.565811,-1.213073,-0.022361,-0.742386,-2.218024,0.120221,1.016686,0.783897,0.286955,1.009007,-0.226473,0.323113,0.097814,-0.660036,0.559040,-0.939833,0.398961,0.373439,-0.234173,0.443566,0.647147,0.880098,0.553632,0.662055,0.329304,0.708730,-0.938265,0.123998,0.142856,-1.054608,0.066273,-0.089564,0.135659,5.409718,0.682794,-0.627540,0.083242,-0.812499,0.256645,-0.542909,-0.944809,-0.031572,-0.888500,0.276842,-0.274531,0.155790,1.172788,-1.198409,1.084662,-0.193578,0.289631,-0.656215,-0.932996,0.362531,-0.106321,0.196969,-1.086084,0.338506,0.205709,0.005132,0.261886,-0.049978,0.308036,-1.195173,-0.190774,-0.753242,-0.393031,-2.011685,1.114137,0.230547,0.222338,0.129059,-2.578745,0.432027,-0.079084,0.696016,-2.874081,-2.355493,-0.237634,0.559108,-0.051001,0.752132,0.452979,0.272900,0.340925,-0.270289,0.688238,-0.251347,0.613220,0.838514,-0.042650,0.446965,-1.536346,0.736054,-1.303817,0.222316,0.218448,-1.815530,0.140011,0.575921,0.645905,0.432401,0.188939,-1.918609,0.232889,0.142064,0.486239,-0.410646,-1.270698,0.477451,0.195649,-0.892813,-0.781428,-0.236283,-0.133734,0.687549,0.135897,0.717390,-1.342551,-0.760814,0.606935,0.164530,-0.414466,0.099677,-2.319070,0.199033,0.971907,0.081879,-0.859825,-0.696581,0.348576,0.248624,0.273005,-0.959922,0.390069,0.503430,-0.333834,-0.613705,0.506982,0.473302,0.192189,-0.500848,0.412534
Group2,-1.042458,0.732478,1.243713,0.354997,-0.952367,0.425010,0.230878,0.453167,0.627099,1.788683,0.119376,-0.059389,0.615475,0.349207,-0.312615,-0.479108,0.545475,0.788624,0.552226,0.554748,0.802193,0.206603,0.772026,-2.958656,0.247827,0.141841,0.173874,0.390584,0.563328,-0.039121,-0.395977,0.547051,0.381365,0.349623,0.914079,0.475305,-1.468773,-2.459928,0.203916,1.131582,0.297994,0.313073,-0.834162,0.369368,-2.486605,-0.227082,-0.186027,1.250620,-0.164749,2.278527,0.105677,1.760639,0.629777,-0.527564,0.589538,0.612595,0.432969,0.875021,-0.022361,-0.742386,0.451724,0.115986,0.672684,0.918189,0.151241,0.599845,-0.226473,0.045805,0.202501,-0.660036,0.596547,-0.939833,0.442760,1.292105,-0.234173,-1.481792,0.537886,0.751267,0.382234,0.365939,0.246248,1.002899,0.909269,-3.296587,0.401729,-1.054608,0.438332,-0.089564,0.458662,-0.216527,0.514914,-0.627540,0.168937,1.172374,0.172777,-0.542909,-0.944809,-0.031572,-0.888500,0.339777,-0.274531,0.451796,1.224665,0.974303,0.809436,-0.193578,0.380961,-0.656215,1.157921,0.369313,-0.106321,0.208739,0.114578,0.038661,0.032030,0.162098,0.313137,0.313707,0.015049,-1.195173,-0.190774,-0.753242,-0.393031,0.581101,0.903987,0.139446,0.413152,0.327773,0.473828,0.562693,-0.079084,0.176103,0.317410,0.425548,-0.237634,0.463830,-0.051001,0.705964,0.355202,0.603320,-0.036659,-0.270289,0.595927,-0.251347,0.326939,0.711469,-0.042650,0.091918,0.158281,0.868745,0.482053,0.153574,0.165445,0.376392,0.067617,0.261959,-1.512969,0.295949,-0.027324,-1.918609,0.223440,0.105657,-2.295134,-0.410646,0.471787,0.358542,0.285318,-0.892813,-0.781428,-0.236283,-0.133734,0.018170,0.208822,0.538411,-1.342551,0.936719,0.589146,0.610782,3.987277,0.296216,0.691934,0.460336,-1.185171,0.141244,-0.859825,-0.696581,-3.638408,-0.085793,0.139533,-0.959922,0.287734,0.142922,-0.333834,-0.613705,0.543643,0.079185,-0.001350,-0.500848,0.362781
Group5,-1.042458,-1.601090,-0.657105,0.291737,-0.952367,0.449805,0.341537,1.445510,0.092803,1.581992,0.272362,-0.059389,-0.000592,0.089872,-0.312615,-0.479108,0.463758,1.588286,-1.892021,-1.043709,0.905672,0.133005,-1.414608,0.498115,0.491111,0.421458,0.406324,-2.849939,0.837137,-4.046593,-0.395977,0.446759,0.573520,0.204545,1.121362,0.521184,0.854570,0.466618,0.746762,0.962511,0.395433,0.529093,-0.834162,0.039933,0.390512,-0.337862,-0.186027,-0.878724,-0.037899,-0.384383,0.314269,-0.500714,0.363517,2.434617,0.680020,-1.608830,0.499988,0.767311,-0.022361,1.751038,-2.218024,0.402353,1.154930,-0.952621,0.345338,0.449506,-0.226473,0.475622,-0.054742,-0.660036,-1.836471,-0.939833,-2.474804,-1.050515,-0.234173,-1.481792,0.910493,0.756648,-2.553761,0.258313,0.537100,1.074543,-0.938265,0.225971,0.291754,-1.054608,-2.614865,-0.089564,-6.125869,-0.216527,0.623249,-0.627540,0.065031,-0.812499,0.238183,-0.542909,1.254410,-0.031572,0.394540,0.354330,-0.274531,0.591718,1.244156,0.639445,-1.045588,-0.193578,0.218858,-0.656215,0.727158,0.505217,-0.106321,0.248225,0.903516,-3.041559,0.189503,0.289313,0.394343,0.083343,0.065861,-1.195173,-0.190774,1.194922,2.701843,0.587517,1.003215,0.250552,-2.344731,0.155445,0.259583,0.499235,-0.079084,0.480496,0.392989,-2.355493,-0.237634,0.568296,-0.051001,0.781521,-2.680053,0.370998,0.478535,-0.270289,0.709184,-0.251347,0.518397,-1.406995,-0.042650,0.237393,-1.536346,-0.979751,-1.303817,0.517509,-4.279666,0.542031,0.275329,-2.609251,-1.512969,0.518263,0.292871,0.481834,0.512016,0.227195,0.503052,-0.410646,1.396046,0.463249,0.239076,-0.892813,-0.781428,-0.236283,-0.133734,0.754727,0.091734,0.510235,-1.342551,-0.760814,-1.949903,0.416452,-0.414466,0.618894,-2.319070,0.496572,0.946681,0.239344,-0.859825,1.150653,0.312863,0.402596,0.438831,1.236344,0.120269,0.185309,-0.333834,-0.613705,-2.243151,0.278421,0.075224,-0.500848,0.666423
Group2,-1.042458,-1.601090,-0.657105,0.141955,1.306331,0.161551,0.417064,-1.052576,0.771819,1.214039,0.115278,-0.059389,0.501146,0.329238,-0.312615,-0.479108,0.511075,0.064070,0.727315,-1.043709,-1.220055,0.000503,0.594681,0.481240,-3.198621,0.479666,0.330368,0.506711,0.831763,0.276774,-0.395977,-2.643668,-1.549935,0.363204,-0.775775,0.332471,-1.468773,-0.339674,0.209870,-0.886456,0.169057,0.546471,1.161109,0.458272,0.165511,0.018051,-0.186027,-0.878724,0.097578,-0.384383,0.145553,-0.500714,-1.301061,1.198972,-0.007460,0.658341,0.554462,0.756404,-0.022361,-0.742386,0.396033,0.140031,0.864386,-0.952621,0.302677,0.334452,-0.226473,0.343346,0.114249,-0.660036,-1.836471,-0.939833,-2.474804,0.902650,3.146078,0.871933,-1.603236,0.731825,0.229997,0.692483,0.024750,0.763957,0.928794,0.144861,0.003886,-1.054608,0.429225,-0.089564,0.394749,-0.216527,0.417165,-0.627540,0.191040,-0.812499,0.175108,-0.542909,-0.944809,-0.031572,0.880431,0.245379,-0.274531,-2.271831,1.230717,-1.198409,-1.045588,-0.193578,0.235460,1.435430,-0.932996,0.355416,-0.106321,0.020717,0.718044,0.181648,0.197919,0.198188,0.234762,0.173339,0.106308,0.857025,-0.190774,-0.753242,-0.393031,0.708922,-1.083999,0.349288,0.312393,0.495929,0.610966,0.535750,-0.079084,0.448460,0.327838,0.451632,-0.237634,0.364919,-0.051001,0.902257,-2.680053,0.190741,0.235105,-0.270289,-1.750444,-0.251347,-2.670272,0.656085,-0.042650,0.282379,0.778104,-0.979751,0.519852,0.381853,0.274286,0.501938,-0.201412,0.476508,-1.512969,-2.143411,-5.614746,0.459829,0.377709,0.064811,0.479298,2.247257,-1.270698,0.574862,0.072047,1.004212,1.354752,-0.236283,-0.133734,-2.419134,0.104670,0.511827,0.841166,1.529678,-1.949903,0.869369,-0.414466,0.180860,0.689817,0.465524,0.795366,0.153151,-0.859825,1.085845,0.539471,0.212116,0.154062,1.148813,0.237931,0.288020,-0.333834,-0.613705,0.337592,0.226593,-0.033154,2.124728,0.607667
Group3,1.353601,0.627100,-0.657105,0.444718,0.958480,0.195878,0.349411,-1.052576,-2.639564,-0.678395,0.037959,-0.059389,-5.119966,0.375940,-0.312615,-0.479108,0.471137,-0.943740,0.343502,0.997073,-1.220055,0.288729,-1.414608,0.569391,0.302514,0.601980,0.425075,0.380219,-1.532915,0.315298,-0.395977,0.495576,0.707930,0.148293,-0.775775,0.471706,-1.468773,0.555146,0.302970,1.144605,0.292014,0.617111,-0.834162,-2.360797,0.520242,-0.319932,-0.186027,1.021161,-0.040452,-0.384383,0.218574,-0.500714,0.815104,-0.527564,0.453256,-1.608830,0.172954,0.663081,-0.022361,-0.742386,0.502629,0.237585,-1.071883,-0.952621,0.007866,0.691687,-0.226473,0.211685,0.773162,1.560524,0.551346,-0.939833,-2.474804,-1.050515,-0.234173,-1.481792,-1.603236,0.606853,0.472343,-2.095910,0.345034,-1.069660,-0.938265,0.316891,0.123834,-1.054608,0.184493,-0.089564,-0.255197,-0.216527,0.509584,1.995934,0.308847,-0.812499,0.106338,-0.542909,1.197012,-0.031572,-0.888500,0.218563,-0.274531,-2.271831,0.865847,1.131355,-1.045588,-0.193578,-2.161678,-0.656215,1.522893,0.653403,-0.106321,0.741458,-1.086084,0.435483,0.124274,0.209575,0.339485,0.315647,0.141390,-1.195173,-0.190774,0.416022,-0.393031,0.297626,0.697341,0.247717,0.582875,0.286819,0.514874,0.666884,-0.079084,0.299290,0.489122,0.195218,-0.237634,0.758942,-0.051001,0.984823,0.492562,0.545585,0.046347,-0.270289,0.846061,-0.251347,-2.670272,0.457091,-0.042650,0.269065,-1.536346,1.162980,-1.303817,0.479923,0.461967,0.906800,0.231505,-2.609251,0.535943,0.403290,0.140823,-1.918609,0.193704,0.162884,0.642073,-0.410646,0.611073,0.493088,0.268725,1.247864,-0.781428,-0.236283,-0.133734,0.596692,0.269273,-2.300695,-1.342551,-0.760814,-1.949903,0.420709,-0.414466,0.468446,0.353434,0.259374,0.904409,0.098643,-0.859825,-0.696581,-3.638408,0.136169,-0.732223,1.546280,0.151715,0.182289,-0.333834,-0.613705,0.523496,0.183603,0.128825,-0.500848,0.540699
Group5,-1.042458,0.795792,-0.657105,0.106725,-0.952367,0.193989,0.508682,-1.052576,0.487607,-0.678395,0.374774,-0.059389,-0.067943,0.133694,-0.312615,-0.479108,0.095563,-0.943740,0.653352,1.043114,-1.220055,0.036384,0.658429,-2.958656,-3.198621,0.342344,0.375336,0.475409,0.649562,0.062969,-0.395977,0.425099,0.710284,-0.032553,1.469381,-2.461432,-1.468773,0.516960,0.578811,-0.886456,0.291835,0.359385,1.385051,0.440665,0.490679,-0.260475,-0.186027,1.103515,0.094170,1.552485,0.183408,-0.500714,-1.301061,-0.527564,-2.278693,0.816092,0.226493,0.925073,-0.022361,-0.742386,-2.218024,0.201771,-1.071883,-0.952621,0.178803,0.486043,-0.226473,-2.887480,-0.250981,-0.660036,0.516448,-0.939833,-2.474804,-1.050515,-0.234173,0.536368,-1.603236,-1.541514,0.397120,0.435297,-0.016826,-1.069660,-0.938265,0.473238,0.164145,0.982334,-2.614865,-0.089564,0.186583,-0.216527,0.545194,-0.627540,0.278811,-0.812499,0.290213,-0.542909,-0.944809,-0.031572,1.082362,0.428665,-0.274531,-2.271831,0.982675,-1.198409,-1.045588,-0.193578,0.325748,-0.656215,-0.932996,0.295861,-0.106321,0.289070,0.868296,0.390021,0.552835,0.124830,0.128517,-0.304409,0.171164,1.331739,-0.190774,-0.753242,-0.393031,0.490942,-1.083999,0.288000,0.419310,0.349860,0.245761,0.463707,-0.079084,0.510566,0.205653,0.247978,-0.237634,0.741043,-0.051001,0.644107,-2.680053,0.364409,0.672038,-0.270289,0.775814,-0.251347,0.667759,-1.406995,-0.042650,-0.046226,-1.536346,-0.979751,0.792980,0.509530,0.188350,0.630826,0.391610,0.314477,0.794879,0.438377,0.036165,0.556743,0.069638,0.291872,0.418903,-0.410646,1.553329,0.257547,0.237566,-0.892813,1.071506,-0.236283,-0.133734,0.595441,0.178260,0.295628,0.816994,-0.760814,-1.949903,-2.058335,3.482806,-1.854998,0.542999,0.612898,0.673624,0.334765,-0.859825,-0.696581,0.293564,0.562244,0.403227,0.817655,0.265697,0.188084,2.580218,-0.613705,0.261557,0.341864,0.061528,-0.500848,0.663498
Group4,-1.042458,0.445315,-0.657105,0.234433,-0.952367,0.357086,0.355313,-1.052576,0.390332,1.319853,-0.027176,-0.059389,-0.112465,0.278505,3.868485,1.320846,0.048914,-0.943740,0.535959,0.850970,0.912941,-0.046775,0.470131,0.247132,0.308031,0.409277,0.087744,-2.849939,0.541159,0.296639,-0.395977,0.475009,-1.549935,0.205090,-0.775775,0.015214,0.571127,0.601937,0.473855,1.163706,0.277704,0.419939,0.675677,0.621642,0.401546,-0.031525,-0.186027,1.030120,-0.012144,3.508274,-4.020023,-0.500714,0.732688,-0.527564,0.386320,-1.608830,0.492090,-1.213073,-0.022361,-0.742386,0.295136,0.343040,-1.071883,1.121226,0.230763,0.877946,-0.226473,0.497193,0.018116,-0.660036,-1.836471,1.286184,0.146778,1.082646,-0.234173,-1.481792,0.713261,0.861210,0.314906,0.437403,0.149955,0.879418,-0.938265,0.195914,0.089183,-1.054608,-2.614865,-0.089564,0.410102,-0.216527,-1.743648,-0.627540,0.142319,1.307713,0.262808,1.173724,1.477563,-0.031572,-0.888500,0.224682,-0.274531,0.620213,-1.109836,0.952581,1.193613,-0.193578,0.459913,-0.656215,0.888060,0.406209,-0.106321,0.304640,1.105400,0.278763,0.179665,0.289406,0.134946,0.176373,0.144235,1.136557,-0.190774,-0.753242,-0.393031,0.469001,1.171707,0.135107,0.341371,-4.219709,0.574598,0.356492,-0.079084,0.577570,0.298906,0.337975,-0.237634,0.689978,-0.051001,1.025285,0.402132,0.317433,0.213239,-0.270289,0.523017,-0.251347,0.413044,-1.406995,-0.042650,0.339453,0.662055,0.723464,0.602524,0.261604,0.421066,0.591444,0.343282,0.406850,-1.512969,0.407711,0.261312,-1.918609,0.157737,0.175014,0.423101,1.969075,-1.270698,0.247974,0.096133,1.310176,1.198058,-0.236283,-0.133734,0.504100,0.123664,0.362938,0.782663,-0.760814,0.435265,0.212628,2.835808,-1.854998,-2.319070,0.286235,1.094753,0.208857,-0.859825,-0.696581,-3.638408,0.233366,0.328140,-0.959922,0.215969,0.220980,-0.333834,-0.613705,0.484678,0.243396,0.113584,-0.500848,0.412652
Group2,0.944413,0.418218,0.959788,0.371309,1.267151,0.479586,0.311185,-1.052576,0.647513,-0.678395,-0.204528,-0.059389,0.624843,-0.033890,-0.312615,-0.479108,-5.714546,-0.943740,-1.892021,-1.043709,0.857655,-0.326456,0.897676,0.304613,0.170989,0.350634,0.094218,0.445185,0.412034,0.299062,1.554886,0.446585,0.741022,0.300043,1.379439,0.557094,-1.468773,-0.098174,0.664527,1.115281,0.248368,0.435203,-0.834162,0.420692,0.415743,-0.086835,-0.186027,-0.878724,0.376515,-0.384383,0.076194,1.407400,-1.301061,-0.527564,0.255714,-1.608830,0.525882,0.847553,-0.022361,-0.742386,0.612111,0.436107,0.738608,-0.952621,0.237646,-1.581934,-0.226473,0.327649,0.189429,-0.660036,0.676865,-0.939833,0.471515,0.550452,2.796047,-1.481792,0.643845,0.758301,0.533344,0.283739,0.215797,-1.069660,1.195282,0.475937,0.166373,-1.054608,0.545074,-0.089564,0.118251,-0.216527,0.597042,-0.627540,0.379504,1.236838,0.315700,-0.542909,-0.944809,-0.031572,-0.888500,0.134210,-0.274531,0.393479,-1.109836,-1.198409,0.642496,-0.193578,0.707273,-0.656215,1.439624,-2.504939,-0.106321,0.161898,0.839744,0.338582,-0.094569,0.158635,0.316955,0.214891,0.165877,-1.195173,-0.190774,0.722862,-0.393031,0.306740,1.269728,0.106659,0.372037,0.419458,0.526447,0.299646,-0.079084,0.267204,-2.874081,0.424037,-0.237634,0.254569,-0.051001,-1.316558,0.399314,0.395751,0.206029,-0.270289,0.691242,-0.251347,0.508801,0.113546,-0.042650,0.213082,0.591475,-0.979751,0.647430,0.234337,0.227995,0.620640,0.068218,0.229227,0.873860,0.350253,0.251092,0.561162,0.445022,0.032123,0.493252,-0.410646,-1.270698,0.317515,0.053811,1.009481,-0.781428,-0.236283,-0.133734,-0.033603,0.260893,0.397997,0.592019,-0.760814,0.583702,0.921550,-0.414466,0.457561,-2.319070,0.307869,-1.185171,0.323639,1.116865,-0.696581,-3.638408,-0.213577,0.296326,1.296217,0.280005,0.251249,-0.333834,2.448672,0.484285,0.207464,0.170116,-0.500848,0.409541
Group2,-1.042458,-1.601090,-0.657105,0.452917,-0.952367,0.522997,0.448259,0.609066,0.682782,2.022503,0.568664,-0.059389,0.403997,0.164932,-0.312615,-0.479108,0.500510,0.555251,0.637082,-1.043709,0.583596,-0.023195,0.724571,0.367767,0.464346,0.683250,0.127678,0.442503,-1.532915,0.262210,-0.395977,0.230214,-1.549935,0.355915,-0.775775,0.498482,0.503141,0.137270,0.424142,1.156002,0.443142,0.511633,1.428941,0.403324,0.531870,0.130132,-0.186027,1.748850,0.019831,4.773096,0.338493,-0.500714,0.804030,-0.527564,0.262012,0.635454,0.470231,0.747473,-0.022361,-0.742386,0.640757,0.364318,-1.071883,-0.952621,0.546067,-1.581934,-0.226473,0.407641,0.133123,1.151177,-1.836471,1.111319,0.394303,-1.050515,-0.234173,0.997300,0.623743,-1.541514,-2.553761,0.612677,0.488562,-1.069660,-0.938265,0.442018,0.416173,0.881919,0.552386,-0.089564,0.208810,-0.216527,-1.743648,-0.627540,0.313269,1.138213,0.633144,-0.542909,1.105122,-0.031572,1.144918,0.382439,-0.274531,0.312047,-1.109836,0.522063,-1.045588,-0.193578,0.246106,1.751862,1.377575,0.375795,-0.106321,0.280235,0.657833,0.501361,0.367276,0.384432,0.302483,-12.176261,0.361123,-1.195173,-0.190774,-0.753242,1.942576,0.459813,0.894297,0.440127,0.215483,0.454771,-2.578745,-2.149789,-0.079084,0.313105,0.398722,0.583198,-0.237634,-1.918205,-0.051001,0.813898,0.430601,0.474615,0.232733,-0.270289,0.642644,-0.251347,0.636744,0.870382,-0.042650,0.416785,0.547821,0.896756,0.805550,0.247481,0.117656,0.464286,0.077931,-2.609251,0.620269,0.285493,0.126133,0.693820,0.553265,0.235592,-2.295134,-0.410646,0.516004,0.592385,0.232513,1.585814,1.721796,-0.236283,-0.133734,-0.017285,0.051445,0.384139,0.624221,1.386947,0.425180,-2.058335,-0.414466,0.576655,0.567652,0.363193,1.049241,0.377887,1.256801,1.970669,0.164081,0.360475,0.060100,1.069401,0.225709,0.316471,-0.333834,-0.613705,0.386639,0.514865,0.201499,-0.500848,0.419640
